refund_id,original_txn_id,original_utr,refund_utr,merchant_id,customer_id,refund_initiation_date,refund_settlement_date,original_amount,refund_amount,refund_type,refund_status,refund_reason,initiated_by,gateway_refund_id,tat_days,sla_breached,remarks
REF6637837,TXN0003451,,,MERCH0047,CUST57282,2024-04-25,,141303.96,141303.96,FULL,FAILED,Customer Request,Merchant,GWREF233547,5,N,
REF5937864,TXN0003462,,UTR800042264710,MERCH0034,CUST34908,2024-01-08,2024-01-11,45813.71,45813.71,FULL,PROCESSED,Product Defective,Bank,GWREF787609,8,Y,
REF3646302,TXN0003489,,UTR483130242600,MERCH0030,CUST49539,2024-08-07,2024-08-11,91850.21,91850.21,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF561673,12,N,
REF4681736,TXN0003505,,UTR448462073288,MERCH0013,CUST44778,2024-08-25,2024-08-30,72405.80,72405.80,FULL,PROCESSED,Product Defective,Bank,GWREF411693,12,N,
REF3082952,TXN0003506,,,MERCH0042,CUST95670,2024-06-04,,136399.21,136399.21,FULL,PENDING,Customer Request,System,GWREF519281,14,N,
REF7583798,TXN0003536,,UTR972047012007,MERCH0022,CUST87990,2024-12-05,2024-12-08,77525.29,77525.29,FULL,PROCESSED,Product Defective,System,GWREF909086,7,N,
REF3023913,TXN0003554,,UTR853361355060,MERCH0019,CUST21766,2024-08-05,2024-08-11,66891.31,37395.31,PARTIAL,PROCESSED,Customer Request,Merchant,GWREF525309,2,N,
REF7762619,TXN0003565,,UTR121898988456,MERCH0021,CUST35223,2024-07-18,2024-07-21,95655.01,95655.01,FULL,PROCESSED,Customer Request,System,GWREF673110,2,N,Chargeback case
REF7753434,TXN0003570,,UTR753541010284,MERCH0041,CUST79390,2024-08-05,2024-08-10,88454.70,88454.70,FULL,PROCESSED,Duplicate Payment,System,GWREF328479,11,N,Chargeback case
REF1261408,TXN0003572,,UTR676358176158,MERCH0014,CUST98980,2024-06-18,2024-06-22,113973.71,113973.71,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF860865,7,N,
REF4663856,TXN0003577,,,MERCH0010,CUST72780,2024-01-20,,77856.86,77856.86,FULL,PENDING,Duplicate Payment,System,GWREF674574,10,N,
REF5674863,TXN0003643,,UTR872677813534,MERCH0032,CUST44003,2024-02-08,2024-02-14,40768.71,24741.20,PARTIAL,PROCESSED,Duplicate Payment,System,GWREF635275,5,N,
REF5846418,TXN0003645,,UTR488348817934,MERCH0030,CUST31837,2024-06-09,2024-06-15,103175.17,103175.17,FULL,PROCESSED,Item Not Delivered,Bank,GWREF816548,3,N,
REF6903681,TXN0003653,,UTR997435731088,MERCH0042,CUST88417,2024-04-14,2024-04-20,4621.11,4621.11,FULL,PROCESSED,Customer Request,Bank,GWREF590595,7,Y,
REF7819945,TXN0003664,,,MERCH0025,CUST28387,2024-03-18,,120086.42,120086.42,FULL,PENDING,Duplicate Payment,Bank,GWREF891384,12,N,
REF8687280,TXN0003668,,UTR244300706788,MERCH0045,CUST93882,2024-05-20,2024-05-23,128135.72,128135.72,FULL,PROCESSED,Customer Request,Bank,GWREF691749,13,Y,
REF1794784,TXN0003669,,,MERCH0009,CUST96696,2024-02-25,,97491.36,97491.36,FULL,PENDING,Item Not Delivered,System,GWREF618137,4,Y,
REF9836102,TXN0003692,,UTR872985571965,MERCH0004,CUST73777,2024-11-23,2024-11-30,59006.60,31180.79,PARTIAL,PROCESSED,Product Defective,Bank,GWREF741179,13,N,
REF5953584,TXN0003693,,UTR672917652707,MERCH0004,CUST93991,2024-01-29,2024-02-02,149373.96,149373.96,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF243265,14,Y,
REF8131216,TXN0003695,,UTR688814157842,MERCH0039,CUST72350,2024-11-30,2024-12-03,121139.87,53043.43,PARTIAL,PROCESSED,Duplicate Payment,Merchant,GWREF611725,14,N,
REF2242258,TXN0003720,,,MERCH0017,CUST97963,2024-02-09,,136706.90,136706.90,FULL,PENDING,Product Defective,Bank,GWREF851394,1,N,
REF6193691,TXN0003724,,UTR135341109289,MERCH0014,CUST67285,2024-02-22,2024-02-28,131907.21,131907.21,FULL,PROCESSED,Duplicate Payment,Customer,GWREF344348,9,N,
REF4515036,TXN0003727,,UTR009799759588,MERCH0010,CUST29284,2024-03-04,2024-03-11,64410.51,64410.51,FULL,PROCESSED,Chargeback Initiated,Bank,GWREF575428,5,Y,
REF5949548,TXN0003748,,,MERCH0029,CUST18395,2024-08-24,,98916.71,98916.71,FULL,FAILED,Product Defective,Bank,GWREF948494,13,N,
REF8544854,TXN0003758,,UTR645784732332,MERCH0024,CUST97229,2024-06-24,2024-06-28,50067.22,50067.22,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF116612,10,N,
REF8847492,TXN0003787,,,MERCH0029,CUST78244,2024-06-09,,136883.52,136883.52,FULL,PENDING,Fraud Suspected,Customer,GWREF682286,14,Y,
REF1621121,TXN0003799,,UTR474499654504,MERCH0005,CUST56264,2024-11-11,2024-11-18,118584.51,118584.51,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF523515,11,N,
REF2671042,TXN0003800,,UTR665388414229,MERCH0002,CUST49190,2024-06-22,2024-06-28,106848.05,106848.05,FULL,PROCESSED,Product Defective,System,GWREF816466,11,N,
REF7844646,TXN0003807,,,MERCH0008,CUST78742,2024-05-27,,31511.43,11854.61,PARTIAL,PENDING,Product Defective,Bank,GWREF827796,6,N,
REF5403703,TXN0003815,,UTR621567374295,MERCH0013,CUST59982,2024-09-16,2024-09-22,147039.76,80568.03,PARTIAL,PROCESSED,Duplicate Payment,Bank,GWREF351572,6,N,
REF8050397,TXN0003826,,UTR415779873955,MERCH0035,CUST58424,2024-11-30,2024-12-03,80339.42,54783.76,PARTIAL,PROCESSED,Customer Request,Merchant,GWREF776956,14,N,
REF1536770,TXN0003844,,,MERCH0044,CUST26191,2024-09-29,,136186.47,42344.51,PARTIAL,PENDING,Chargeback Initiated,Customer,GWREF547146,3,Y,
REF3267649,TXN0003848,,UTR543836012711,MERCH0018,CUST61135,2024-01-09,2024-01-13,99817.90,99817.90,FULL,PROCESSED,Product Defective,Bank,GWREF371612,7,N,
REF4091242,TXN0003850,,,MERCH0007,CUST34746,2024-07-06,,9772.19,9772.19,FULL,PENDING,Fraud Suspected,Bank,GWREF274063,13,N,
REF4984820,TXN0003860,,UTR334217002782,MERCH0015,CUST90721,2024-07-21,2024-07-25,70720.75,70720.75,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF329377,10,N,Chargeback case
REF9762416,TXN0003863,,UTR163383789922,MERCH0018,CUST15487,2024-04-10,2024-04-17,131870.95,131870.95,FULL,PROCESSED,Fraud Suspected,System,GWREF984831,8,Y,
REF4699104,TXN0003877,,UTR884409103055,MERCH0026,CUST14845,2024-04-02,2024-04-08,27677.73,27677.73,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF911345,8,N,
REF6360847,TXN0003878,,UTR416680809759,MERCH0009,CUST45725,2024-03-07,2024-03-12,86198.05,86198.05,FULL,PROCESSED,Product Defective,Bank,GWREF273780,2,N,
REF8978891,TXN0003887,,UTR267344884871,MERCH0015,CUST91394,2024-04-11,2024-04-15,137957.81,137957.81,FULL,PROCESSED,Item Not Delivered,Customer,GWREF351124,2,N,
REF7058968,TXN0003904,,,MERCH0047,CUST75116,2024-01-29,,33995.43,33995.43,FULL,INITIATED,Duplicate Payment,Merchant,GWREF677878,9,Y,
REF1721914,TXN0003920,,UTR564813219495,MERCH0008,CUST61318,2024-04-03,2024-04-06,15405.26,15405.26,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF865391,13,N,
REF9552616,TXN0003951,,UTR317736051557,MERCH0035,CUST85961,2024-02-26,2024-02-29,39633.53,39633.53,FULL,PROCESSED,Customer Request,Customer,GWREF750190,12,N,
REF6014661,TXN0003961,,,MERCH0041,CUST57654,2024-09-28,,53663.69,53663.69,FULL,PENDING,Product Defective,Customer,GWREF597001,9,N,
REF2778286,TXN0003969,,,MERCH0011,CUST10020,2024-07-14,,131713.55,131713.55,FULL,INITIATED,Product Defective,Merchant,GWREF671722,14,N,
REF1941219,TXN0003973,,UTR299388000822,MERCH0013,CUST71571,2024-06-16,2024-06-21,76473.67,27359.07,PARTIAL,PROCESSED,Product Defective,Bank,GWREF805277,9,N,
REF2103983,TXN0003977,,,MERCH0049,CUST27984,2024-11-18,,52158.23,17827.84,PARTIAL,INITIATED,Product Defective,Merchant,GWREF822765,10,Y,
REF7254759,TXN0004025,,UTR489379993521,MERCH0011,CUST44597,2024-01-29,2024-02-03,57309.16,57309.16,FULL,PROCESSED,Duplicate Payment,Customer,GWREF113155,4,N,
REF2514183,TXN0004073,,,MERCH0043,CUST65999,2024-07-10,,139796.87,139796.87,FULL,PENDING,Product Defective,Merchant,GWREF366406,9,Y,
REF1376008,TXN0004077,,UTR490582466103,MERCH0035,CUST21817,2024-09-15,2024-09-19,39212.92,24594.84,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF524279,9,N,
REF1154176,TXN0004096,,,MERCH0023,CUST81390,2024-02-19,,28560.45,21051.46,PARTIAL,PENDING,Product Defective,System,GWREF557687,5,Y,
REF2391800,TXN0004119,,UTR678053130353,MERCH0009,CUST96838,2024-11-12,2024-11-17,144135.79,84031.38,PARTIAL,PROCESSED,Item Not Delivered,Bank,GWREF873757,7,N,Chargeback case
REF6284499,TXN0004123,,,MERCH0003,CUST37631,2024-09-20,,144646.74,144646.74,FULL,PENDING,Chargeback Initiated,Customer,GWREF278245,10,N,
REF7392750,TXN0004132,,,MERCH0009,CUST88020,2024-11-21,,132590.67,132590.67,FULL,FAILED,Product Defective,Bank,GWREF475351,7,N,
REF4792725,TXN0004150,,UTR542108383353,MERCH0044,CUST67497,2024-02-18,2024-02-25,518.45,518.45,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF728088,13,N,
REF6597992,TXN0004159,,UTR090649666652,MERCH0030,CUST63834,2024-06-05,2024-06-09,76337.36,76337.36,FULL,PROCESSED,Customer Request,System,GWREF646147,10,N,
REF3261589,TXN0004189,,,MERCH0031,CUST89581,2024-09-11,,17880.56,13407.61,PARTIAL,PENDING,Duplicate Payment,Merchant,GWREF872020,4,N,
REF5499121,TXN0004197,,UTR696026131535,MERCH0028,CUST95630,2024-11-12,2024-11-18,126974.20,56737.42,PARTIAL,PROCESSED,Fraud Suspected,Bank,GWREF924898,11,N,Chargeback case
REF5344402,TXN0004198,,,MERCH0024,CUST46244,2024-11-27,,49601.61,49601.61,FULL,INITIATED,Customer Request,Customer,GWREF595225,4,N,
REF7204310,TXN0004215,,,MERCH0024,CUST94157,2024-07-10,,121532.68,73614.79,PARTIAL,PENDING,Fraud Suspected,System,GWREF872411,7,N,
REF2983915,TXN0004219,,UTR284771979427,MERCH0019,CUST42360,2024-08-17,2024-08-21,28764.37,28764.37,FULL,PROCESSED,Customer Request,System,GWREF553835,14,N,
REF9259196,TXN0004228,,,MERCH0041,CUST10833,2024-08-29,,27071.25,11298.47,PARTIAL,PENDING,Duplicate Payment,Bank,GWREF400943,5,Y,Chargeback case
REF5831652,TXN0004240,,UTR564575536440,MERCH0012,CUST10333,2024-01-04,2024-01-11,89166.83,67675.21,PARTIAL,PROCESSED,Item Not Delivered,System,GWREF330107,7,Y,
REF6566513,TXN0004244,,UTR425540416199,MERCH0017,CUST81470,2024-09-14,2024-09-21,129803.11,108038.97,PARTIAL,PROCESSED,Customer Request,Merchant,GWREF655811,8,N,
REF4233560,TXN0004269,,UTR575936196366,MERCH0029,CUST67870,2024-07-03,2024-07-06,83399.55,52859.18,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF538581,5,N,
REF8790022,TXN0004275,,,MERCH0039,CUST90028,2024-09-04,,34495.68,34495.68,FULL,INITIATED,Duplicate Payment,Merchant,GWREF911620,7,N,
REF4438957,TXN0004280,,UTR364110088416,MERCH0019,CUST86144,2024-07-23,2024-07-28,88448.68,88448.68,FULL,PROCESSED,Customer Request,System,GWREF442343,14,N,
REF1967873,TXN0004281,,UTR477906922939,MERCH0041,CUST47994,2024-02-11,2024-02-14,84510.97,84510.97,FULL,PROCESSED,Customer Request,System,GWREF678370,8,N,
REF7336271,TXN0004306,,UTR088213625352,MERCH0029,CUST39075,2024-09-19,2024-09-25,12330.19,12330.19,FULL,PROCESSED,Duplicate Payment,Bank,GWREF273285,1,Y,
REF1864119,TXN0004309,,UTR450213023996,MERCH0021,CUST88138,2024-06-10,2024-06-16,93591.82,93591.82,FULL,PROCESSED,Product Defective,System,GWREF911327,1,N,
REF4198065,TXN0004320,,,MERCH0040,CUST88879,2024-06-23,,64988.72,30332.95,PARTIAL,FAILED,Customer Request,System,GWREF939908,14,N,Chargeback case
REF1451350,TXN0004347,,,MERCH0006,CUST25805,2024-02-27,,7216.44,7216.44,FULL,PENDING,Chargeback Initiated,Bank,GWREF507782,4,N,
REF7517669,TXN0004351,,,MERCH0031,CUST15044,2024-10-20,,13987.69,13987.69,FULL,INITIATED,Fraud Suspected,System,GWREF446026,6,N,
REF8563596,TXN0004357,,UTR526149337831,MERCH0046,CUST52724,2024-09-12,2024-09-17,89063.38,89063.38,FULL,PROCESSED,Product Defective,Merchant,GWREF877392,14,Y,
REF5767888,TXN0004359,,UTR682792944869,MERCH0029,CUST28790,2024-11-04,2024-11-07,48986.65,37929.47,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF208261,9,N,
REF7980283,TXN0004367,,UTR144140817679,MERCH0025,CUST99801,2024-11-18,2024-11-23,100074.58,87238.49,PARTIAL,PROCESSED,Chargeback Initiated,System,GWREF396646,5,N,
REF1718198,TXN0004375,,UTR071383951998,MERCH0039,CUST92734,2024-06-07,2024-06-13,667.35,667.35,FULL,PROCESSED,Duplicate Payment,System,GWREF852076,11,N,Chargeback case
REF4357062,TXN0004379,,UTR220736109968,MERCH0045,CUST73414,2024-05-23,2024-05-28,4894.65,1952.11,PARTIAL,PROCESSED,Item Not Delivered,Merchant,GWREF994805,13,N,Chargeback case
REF9716945,TXN0004382,,UTR326608423336,MERCH0022,CUST77213,2024-03-02,2024-03-09,76942.70,76942.70,FULL,PROCESSED,Item Not Delivered,System,GWREF206389,4,N,
REF9193680,TXN0004389,,UTR027195388581,MERCH0030,CUST84854,2024-02-05,2024-02-11,99472.54,99472.54,FULL,PROCESSED,Duplicate Payment,System,GWREF105273,4,N,
REF9897443,TXN0004399,,UTR556479558138,MERCH0018,CUST60220,2024-02-01,2024-02-08,61821.50,61821.50,FULL,PROCESSED,Product Defective,Customer,GWREF553086,5,Y,Chargeback case
REF1637382,TXN0004401,,,MERCH0040,CUST46698,2024-04-19,,23046.82,20067.74,PARTIAL,PENDING,Customer Request,System,GWREF627458,1,N,
REF8415541,TXN0004402,,,MERCH0033,CUST43304,2024-07-27,,76029.51,49939.97,PARTIAL,PENDING,Product Defective,Merchant,GWREF176637,14,N,Chargeback case
REF9030104,TXN0004411,,UTR682510022269,MERCH0014,CUST53540,2024-09-03,2024-09-10,144428.00,144428.00,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF669683,1,N,
REF9372436,TXN0004419,,UTR224578070218,MERCH0038,CUST56318,2024-05-18,2024-05-22,121088.03,121088.03,FULL,PROCESSED,Item Not Delivered,Bank,GWREF531675,7,N,
REF5822134,TXN0004425,,UTR937624179059,MERCH0008,CUST98467,2024-07-30,2024-08-04,98723.13,98723.13,FULL,PROCESSED,Chargeback Initiated,Bank,GWREF154366,4,N,
REF7598244,TXN0004452,,UTR917991159113,MERCH0050,CUST68190,2024-04-27,2024-04-30,54396.67,54396.67,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF963358,1,N,
REF5662575,TXN0004455,,,MERCH0006,CUST23608,2024-09-17,,128547.16,128547.16,FULL,PENDING,Fraud Suspected,Merchant,GWREF539775,11,N,
REF9588589,TXN0004457,,UTR298930574864,MERCH0016,CUST85061,2024-12-03,2024-12-07,71120.92,50876.96,PARTIAL,PROCESSED,Fraud Suspected,Customer,GWREF326651,10,N,
REF8280545,TXN0004464,,UTR401738019450,MERCH0047,CUST31348,2024-07-17,2024-07-23,147270.32,147270.32,FULL,PROCESSED,Duplicate Payment,Bank,GWREF297434,10,N,
REF7025041,TXN0004494,,UTR558150027918,MERCH0025,CUST73585,2024-02-05,2024-02-11,74317.76,74317.76,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF643878,10,N,
REF1538276,TXN0004507,,UTR968145496008,MERCH0010,CUST94651,2024-04-06,2024-04-13,86318.23,86318.23,FULL,PROCESSED,Fraud Suspected,System,GWREF931790,13,N,
REF3746174,TXN0004509,,,MERCH0009,CUST97056,2024-11-29,,102180.57,102180.57,FULL,FAILED,Chargeback Initiated,Merchant,GWREF795319,14,N,
REF4806060,TXN0004514,,UTR887557622289,MERCH0004,CUST34557,2024-07-17,2024-07-20,141640.43,85279.23,PARTIAL,PROCESSED,Chargeback Initiated,Customer,GWREF581070,7,N,
REF8910965,TXN0004515,,UTR011120281673,MERCH0033,CUST97786,2024-08-17,2024-08-20,80288.31,65893.97,PARTIAL,PROCESSED,Duplicate Payment,Bank,GWREF164351,4,N,
REF4262161,TXN0004522,,UTR458160713107,MERCH0041,CUST79612,2024-02-21,2024-02-26,49481.84,28756.44,PARTIAL,PROCESSED,Chargeback Initiated,Merchant,GWREF509782,3,N,
REF6820820,TXN0004548,,UTR167674193143,MERCH0050,CUST70153,2024-05-26,2024-05-31,84147.44,57679.04,PARTIAL,PROCESSED,Duplicate Payment,System,GWREF918652,11,N,
REF3627533,TXN0004557,,,MERCH0006,CUST96487,2024-01-25,,67867.02,35604.27,PARTIAL,PENDING,Fraud Suspected,Merchant,GWREF774140,13,N,Chargeback case
REF8177901,TXN0004560,,UTR511733692844,MERCH0009,CUST53400,2024-07-19,2024-07-25,145743.91,145743.91,FULL,PROCESSED,Fraud Suspected,Bank,GWREF383005,12,N,
REF7661021,TXN0004563,,UTR985035052582,MERCH0022,CUST47795,2024-08-29,2024-09-04,22900.54,22900.54,FULL,PROCESSED,Product Defective,System,GWREF852265,12,N,Chargeback case
REF3830634,TXN0004566,,,MERCH0049,CUST80207,2024-11-28,,142760.88,142760.88,FULL,FAILED,Product Defective,System,GWREF466895,5,N,Chargeback case
REF9344892,TXN0004569,,,MERCH0029,CUST97838,2024-05-26,,139379.24,108782.97,PARTIAL,PENDING,Fraud Suspected,Customer,GWREF561680,8,N,Chargeback case
REF6132891,TXN0004576,,UTR458294905329,MERCH0012,CUST92442,2024-03-25,2024-03-30,123061.19,123061.19,FULL,PROCESSED,Item Not Delivered,Customer,GWREF522546,13,N,
REF5139595,TXN0004583,,,MERCH0047,CUST13036,2024-01-18,,36080.91,29153.77,PARTIAL,PENDING,Chargeback Initiated,Merchant,GWREF123926,10,N,
REF2835719,TXN0004586,,UTR346002684454,MERCH0038,CUST84545,2024-03-20,2024-03-26,130051.35,130051.35,FULL,PROCESSED,Chargeback Initiated,Customer,GWREF333464,13,N,
REF8663199,TXN0004596,,UTR054719630978,MERCH0034,CUST74416,2024-05-05,2024-05-11,46904.18,46904.18,FULL,PROCESSED,Fraud Suspected,Customer,GWREF623144,7,N,
REF3738468,TXN0004601,,UTR256134115254,MERCH0001,CUST64145,2024-09-24,2024-09-27,109772.87,40280.48,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF157182,13,N,Chargeback case
REF7992391,TXN0004637,,UTR525741888285,MERCH0028,CUST15292,2024-04-15,2024-04-22,123947.73,123947.73,FULL,PROCESSED,Duplicate Payment,System,GWREF800814,6,N,
REF8743673,TXN0004647,,UTR082420138640,MERCH0033,CUST22174,2024-11-02,2024-11-05,135729.86,113205.47,PARTIAL,PROCESSED,Customer Request,Customer,GWREF715233,1,N,
REF3087390,TXN0004684,,UTR814464397118,MERCH0035,CUST70259,2024-02-05,2024-02-12,117028.48,117028.48,FULL,PROCESSED,Customer Request,System,GWREF497554,12,N,
REF9597455,TXN0004702,,,MERCH0042,CUST38583,2024-08-23,,111935.60,38916.59,PARTIAL,PENDING,Fraud Suspected,Customer,GWREF110319,11,N,
REF8600381,TXN0004720,,UTR573597358974,MERCH0015,CUST16940,2024-04-21,2024-04-25,18833.43,18833.43,FULL,PROCESSED,Product Defective,System,GWREF149518,10,N,Chargeback case
REF8888149,TXN0004721,,UTR413262372632,MERCH0043,CUST46146,2024-05-11,2024-05-16,130614.59,130614.59,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF652072,11,N,
REF8712290,TXN0004722,,UTR125481373241,MERCH0035,CUST17969,2024-05-19,2024-05-22,82143.24,82143.24,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF887776,2,N,Chargeback case
REF2533868,TXN0004736,,,MERCH0002,CUST78784,2024-09-30,,134696.18,134696.18,FULL,PENDING,Fraud Suspected,System,GWREF425106,13,N,Chargeback case
REF9162747,TXN0004746,,,MERCH0025,CUST15962,2024-06-29,,132329.09,71944.60,PARTIAL,INITIATED,Item Not Delivered,Customer,GWREF707809,4,N,
REF2999076,TXN0004760,,,MERCH0018,CUST59429,2024-02-26,,121196.91,121196.91,FULL,FAILED,Duplicate Payment,Merchant,GWREF222040,13,N,
REF7197440,TXN0004766,,,MERCH0039,CUST26712,2024-08-05,,115999.31,41580.00,PARTIAL,PENDING,Chargeback Initiated,Bank,GWREF704737,8,N,
REF6073009,TXN0004772,,UTR491140297017,MERCH0048,CUST65206,2024-02-05,2024-02-11,24457.54,10905.45,PARTIAL,PROCESSED,Product Defective,Bank,GWREF457220,6,N,
REF6629460,TXN0004787,,UTR916000262491,MERCH0037,CUST59610,2024-03-20,2024-03-25,31260.41,31260.41,FULL,PROCESSED,Product Defective,Bank,GWREF866073,7,N,Chargeback case
REF1687247,TXN0004795,,,MERCH0028,CUST60630,2024-08-30,,78075.61,78075.61,FULL,FAILED,Duplicate Payment,System,GWREF214676,3,N,
REF6294143,TXN0004802,,UTR884816322158,MERCH0041,CUST38099,2024-11-04,2024-11-08,70117.57,53310.33,PARTIAL,PROCESSED,Customer Request,Merchant,GWREF757401,11,Y,
REF8852300,TXN0004810,,UTR160079123608,MERCH0038,CUST78880,2024-04-02,2024-04-07,93018.23,93018.23,FULL,PROCESSED,Customer Request,Merchant,GWREF952899,9,N,Chargeback case
REF4028984,TXN0004814,,UTR706675393616,MERCH0022,CUST38768,2024-04-10,2024-04-15,133251.45,133251.45,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF235452,10,N,
REF6318859,TXN0004827,,UTR487251252950,MERCH0039,CUST19613,2024-07-20,2024-07-25,59150.35,28516.60,PARTIAL,PROCESSED,Item Not Delivered,Merchant,GWREF575215,6,N,
REF8189070,TXN0004832,,,MERCH0021,CUST10922,2024-07-20,,10335.12,10335.12,FULL,PENDING,Duplicate Payment,Merchant,GWREF515913,1,N,
REF6818120,TXN0004840,,UTR578977023719,MERCH0024,CUST20757,2024-07-21,2024-07-25,107490.59,107490.59,FULL,PROCESSED,Chargeback Initiated,Bank,GWREF643327,12,N,
REF2464799,TXN0004842,,UTR092579163944,MERCH0038,CUST95999,2024-06-17,2024-06-20,144390.14,144390.14,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF530242,12,N,
REF4133705,TXN0004849,,UTR164047221260,MERCH0026,CUST36200,2024-01-26,2024-01-30,5074.91,5074.91,FULL,PROCESSED,Chargeback Initiated,Bank,GWREF379309,6,N,
REF5228086,TXN0004851,,UTR954155859066,MERCH0047,CUST92044,2024-01-31,2024-02-07,23053.84,14662.63,PARTIAL,PROCESSED,Item Not Delivered,Merchant,GWREF844926,13,Y,Chargeback case
REF2583811,TXN0004853,,UTR657693850340,MERCH0018,CUST12536,2024-09-26,2024-10-02,146304.27,70881.20,PARTIAL,PROCESSED,Product Defective,Bank,GWREF151061,8,N,
REF1084581,TXN0004862,,,MERCH0037,CUST89042,2024-05-16,,26723.85,9783.97,PARTIAL,PENDING,Chargeback Initiated,Bank,GWREF426428,2,N,
REF3365498,TXN0004866,,,MERCH0008,CUST49477,2024-09-30,,144713.96,144713.96,FULL,PENDING,Duplicate Payment,System,GWREF929596,13,Y,
REF6190481,TXN0004875,,UTR327364477910,MERCH0042,CUST34663,2024-01-20,2024-01-25,119760.41,119760.41,FULL,PROCESSED,Duplicate Payment,System,GWREF226523,12,N,
REF6908052,TXN0004880,,,MERCH0016,CUST11798,2024-06-07,,107875.84,107875.84,FULL,PENDING,Item Not Delivered,Bank,GWREF119612,6,N,
REF8506866,TXN0004888,,,MERCH0020,CUST93594,2024-08-26,,148538.26,148538.26,FULL,PENDING,Fraud Suspected,Customer,GWREF238990,8,Y,
REF2136793,TXN0004897,,UTR383832976569,MERCH0044,CUST73476,2024-02-23,2024-02-27,10056.24,3169.66,PARTIAL,PROCESSED,Product Defective,System,GWREF144790,3,N,
REF6156181,TXN0004898,,UTR885610037526,MERCH0026,CUST72962,2024-05-21,2024-05-26,111449.15,111449.15,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF951983,6,Y,Chargeback case
REF6381873,TXN0004917,,UTR329307876676,MERCH0002,CUST70619,2024-07-31,2024-08-05,34012.77,34012.77,FULL,PROCESSED,Fraud Suspected,System,GWREF833997,5,N,
REF2284025,TXN0004942,,,MERCH0042,CUST57922,2024-07-05,,77027.53,77027.53,FULL,FAILED,Duplicate Payment,System,GWREF507635,13,N,Chargeback case
REF4521733,TXN0004963,,UTR271034919570,MERCH0041,CUST83265,2024-03-23,2024-03-26,27185.12,19861.19,PARTIAL,PROCESSED,Item Not Delivered,Merchant,GWREF273321,11,N,
REF6767233,TXN0004965,,UTR971608078689,MERCH0025,CUST61711,2024-03-12,2024-03-15,128867.77,128867.77,FULL,PROCESSED,Duplicate Payment,System,GWREF348345,10,Y,
REF9381461,TXN0004970,,UTR256621565709,MERCH0049,CUST16126,2024-06-21,2024-06-26,13365.31,13365.31,FULL,PROCESSED,Chargeback Initiated,Customer,GWREF619756,9,N,
REF1777346,TXN0004998,,UTR654558068182,MERCH0009,CUST25004,2024-01-11,2024-01-18,97116.22,97116.22,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF593526,3,N,
REF6154105,TXN0005030,,UTR637703579165,MERCH0044,CUST97190,2024-07-11,2024-07-17,31705.72,31705.72,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF391466,12,N,
REF6075394,TXN0005049,,UTR131510390823,MERCH0034,CUST76659,2024-07-06,2024-07-12,25200.88,15263.51,PARTIAL,PROCESSED,Fraud Suspected,System,GWREF444909,1,N,
REF3743157,TXN0005053,,UTR810721564502,MERCH0050,CUST97724,2024-08-11,2024-08-16,34680.65,34680.65,FULL,PROCESSED,Chargeback Initiated,Customer,GWREF371833,7,N,
REF9995931,TXN0005056,,,MERCH0010,CUST83071,2024-04-17,,118220.96,89821.81,PARTIAL,PENDING,Fraud Suspected,Customer,GWREF789424,4,N,
REF4571653,TXN0005072,,,MERCH0045,CUST86878,2024-04-26,,109955.23,109955.23,FULL,PENDING,Product Defective,Bank,GWREF866087,12,N,
REF8142961,TXN0005085,,UTR034992313250,MERCH0007,CUST34223,2024-08-01,2024-08-08,29966.43,29966.43,FULL,PROCESSED,Item Not Delivered,Bank,GWREF171752,12,N,
REF9199539,TXN0005089,,UTR472821731134,MERCH0030,CUST58219,2024-04-11,2024-04-18,135200.55,135200.55,FULL,PROCESSED,Duplicate Payment,System,GWREF158306,13,N,
REF6449537,TXN0005091,,UTR409229187811,MERCH0008,CUST30957,2024-02-15,2024-02-21,93928.24,69198.75,PARTIAL,PROCESSED,Fraud Suspected,System,GWREF787315,12,N,
REF5251618,TXN0005108,,UTR084980676116,MERCH0047,CUST87399,2024-04-25,2024-04-30,103232.33,103232.33,FULL,PROCESSED,Product Defective,System,GWREF448073,6,N,
