bank_txn_id,transaction_id,utr_number,merchant_id,acquirer_bank,settlement_date,value_date,bank_settled_amount,charges_deducted,gst_deducted,currency_code,settlement_status,batch_id,neft_ifsc,mismatch_reason,narration
BNKTXN8188042,TXN0003766,UTR282074959624,MERCH0006,PNB,04-06-2024,05-06-2024,58228.85,572.42,103.04,INR,SETTLED,BATCH202406031,HDFC3634,,Settlement for TXN0003766
BNKTXN9387781,TXN0003767,UTR215825451434,MERCH0014,ICICI Bank,05-04-2024,06-04-2024,98046.23,1024.71,184.45,INR,SETTLED,BATCH202404035,HDFC9050,,Settlement for TXN0003767
BNKTXN9637434,TXN0003771,UTR917032422341,MERCH0030,Kotak,22-08-2024,23-08-2024,21134.22,329.04,59.23,INR,SETTLED,BATCH202408211,HDFC5235,,Settlement for TXN0003771
BNKTXN6982438,TXN0003772,UTR609012717209,MERCH0044,HDFC Bank,28-06-2024,29-06-2024,42226.24,983.26,176.99,INR,SETTLED,BATCH202406265,HDFC5430,,Settlement for TXN0003772
BNKTXN6388403,TXN0003773,UTR997178625615,MERCH0027,Kotak,19-03-2024,20-03-2024,17242.13,371.98,66.96,INR,SETTLED,BATCH202403173,HDFC9608,,Settlement for TXN0003773
BNKTXN9771831,TXN0003774,UTR960628536749,MERCH0011,Kotak,04-09-2024,05-09-2024,42089.68,605.59,109.01,INR,SETTLED,BATCH202409031,HDFC9511,,Settlement for TXN0003774
BNKTXN8930055,TXN0003775,UTR331127064547,MERCH0034,Yes Bank,03-10-2024,04-10-2024,42308.59,1064.71,191.65,INR,SETTLED,BATCH202410013,HDFC4604,,Settlement for TXN0003775
BNKTXN5571584,TXN0003776,UTR799161850297,MERCH0026,PNB,24-08-2024,25-08-2024,5967.66,74.66,13.44,INR,SETTLED,BATCH202408233,HDFC5374,,Settlement for TXN0003776
BNKTXN3950076,TXN0003777,UTR614069260054,MERCH0010,SBI,22-08-2024,23-08-2024,111246.05,1889.24,340.06,INR,SETTLED,BATCH202408205,HDFC8668,,Settlement for TXN0003777
BNKTXN2198994,TXN0003778,,MERCH0030,Kotak,13-02-2024,14-02-2024,43104.46,443.99,79.92,INR,SETTLED,BATCH202402111,HDFC7060,,Settlement for TXN0003778
BNKTXN3435645,TXN0003779,UTR381006310595,MERCH0002,HDFC Bank,06-07-2024,07-07-2024,6615.51,153.1,27.56,INR,SETTLED,BATCH202407043,HDFC9730,,Settlement for TXN0003779
BNKTXN7352880,TXN0003781,UTR921685098947,MERCH0040,Kotak,23-01-2024,24-01-2024,41003.12,859.81,154.77,INR,SETTLED,BATCH202401214,HDFC9859,,Settlement for TXN0003781
BNKTXN1504440,TXN0003782,UTR960338223822,MERCH0016,Axis Bank,01-06-2024,02-06-2024,62569.98,683.62,123.05,INR,SETTLED,BATCH202405314,HDFC1761,,Settlement for TXN0003782
BNKTXN6490398,TXN0003783,UTR018872069657,MERCH0032,Yes Bank,01-07-2024,02-07-2024,19470.95,381.26,68.63,INR,SETTLED,BATCH202406295,HDFC4411,,Settlement for TXN0003783
BNKTXN4872930,TXN0003784,UTR839720066329,MERCH0022,Kotak,18-02-2024,19-02-2024,91915.71,2074.86,373.47,INR,SETTLED,BATCH202402173,HDFC7543,,Settlement for TXN0003784
BNKTXN4349785,TXN0003786,UTR531500583534,MERCH0045,Yes Bank,10-09-2024,11-09-2024,83016.0,757.23,136.3,INR,SETTLED,BATCH202409083,HDFC5441,,Settlement for TXN0003786
BNKTXN1030012,TXN0003789,UTR693604259904,MERCH0048,HDFC Bank,29-09-2024,30-09-2024,121034.3,1394.6,251.03,INR,SETTLED,BATCH202409275,HDFC1585,,Settlement for TXN0003789
BNKTXN3731898,TXN0003790,UTR432445743425,MERCH0038,SBI,11-10-2024,12-10-2024,11749.32,251.24,45.22,INR,SETTLED,BATCH202410094,HDFC8910,,Settlement for TXN0003790
BNKTXN9852142,TXN0003793,UTR595888557393,MERCH0039,SBI,29-02-2024,01-03-2024,145523.05,1757.39,316.33,INR,SETTLED,BATCH202402273,HDFC8462,,Settlement for TXN0003793
BNKTXN4276070,TXN0003794,UTR991435395956,MERCH0039,SBI,20-01-2024,21-01-2024,23130.72,527.92,95.03,INR,SETTLED,BATCH202401182,HDFC9234,,Settlement for TXN0003794
BNKTXN3376113,TXN0003795,,MERCH0030,PNB,01-10-2024,02-10-2024,115511.97,2189.14,394.05,INR,SETTLED,BATCH202409295,HDFC7542,,Settlement for TXN0003795
BNKTXN7248843,TXN0003796,UTR918440900255,MERCH0034,SBI,17-04-2024,18-04-2024,125895.73,1880.59,338.51,INR,SETTLED,BATCH202404162,HDFC7360,,Settlement for TXN0003796
BNKTXN1853545,TXN0003797,UTR735405334016,MERCH0018,Kotak,24-03-2024,25-03-2024,118577.73,2953.76,531.68,INR,SETTLED,BATCH202403234,HDFC2694,,Settlement for TXN0003797
BNKTXN4904608,TXN0003798,UTR658510214654,MERCH0035,PNB,31-08-2024,01-09-2024,73530.06,1418.49,255.33,INR,SETTLED,BATCH202408302,HDFC2784,,Settlement for TXN0003798
BNKTXN9508995,TXN0003802,UTR604470706605,MERCH0032,ICICI Bank,22-08-2024,23-08-2024,82592.29,1868.67,336.36,INR,SETTLED,BATCH202408212,HDFC1434,,Settlement for TXN0003802
BNKTXN4290307,TXN0003803,UTR221898701624,MERCH0044,ICICI Bank,30-01-2024,31-01-2024,124554.14,2345.32,422.16,INR,SETTLED,BATCH202401285,HDFC3482,,Settlement for TXN0003803
BNKTXN5971511,TXN0003804,UTR497853150274,MERCH0016,Kotak,03-02-2024,04-02-2024,38405.23,872.21,157.0,INR,SETTLED,BATCH202402011,HDFC4582,,Settlement for TXN0003804
BNKTXN4535583,TXN0003805,UTR209527958607,MERCH0011,PNB,17-05-2024,18-05-2024,136399.13,1291.65,232.5,INR,SETTLED,BATCH202405162,HDFC5286,,Settlement for TXN0003805
BNKTXN4023466,TXN0003806,UTR053845281349,MERCH0030,PNB,28-02-2024,29-02-2024,80274.2,1786.33,321.54,INR,SETTLED,BATCH202402272,HDFC7036,,Settlement for TXN0003806
BNKTXN9079040,TXN0003808,UTR996294264977,MERCH0002,SBI,05-11-2024,06-11-2024,6955.84,127.66,22.98,INR,SETTLED,BATCH202411044,HDFC8627,,Settlement for TXN0003808
BNKTXN8879459,TXN0003809,UTR169195759419,MERCH0047,ICICI Bank,31-01-2024,01-02-2024,71823.1,953.09,171.56,INR,SETTLED,BATCH202401294,HDFC5922,,Settlement for TXN0003809
BNKTXN8121333,TXN0003810,UTR240988666118,MERCH0029,Axis Bank,27-04-2024,28-04-2024,110177.1,1264.18,227.55,INR,SETTLED,BATCH202404265,HDFC2672,,Settlement for TXN0003810
BNKTXN4617390,TXN0003811,UTR315567752163,MERCH0024,Yes Bank,07-01-2024,08-01-2024,22756.94,218.65,39.36,INR,SETTLED,BATCH202401063,HDFC6076,,Settlement for TXN0003811
BNKTXN4217107,TXN0003812,UTR891559398977,MERCH0024,PNB,24-06-2024,25-06-2024,66792.42,1708.13,307.46,INR,SETTLED,BATCH202406235,HDFC4535,,Settlement for TXN0003812
BNKTXN5377717,TXN0003813,UTR373600145232,MERCH0016,HDFC Bank,13-07-2024,14-07-2024,17014.9,154.87,27.88,INR,SETTLED,BATCH202407122,HDFC7245,,Settlement for TXN0003813
BNKTXN8953445,TXN0003814,UTR384307184660,MERCH0039,Yes Bank,13-04-2024,14-04-2024,31288.36,578.79,104.18,INR,SETTLED,BATCH202404123,HDFC3043,,Settlement for TXN0003814
BNKTXN8689846,TXN0003816,UTR762386582630,MERCH0007,Kotak,21-03-2024,22-03-2024,98800.69,2065.98,371.88,INR,SETTLED,BATCH202403192,HDFC4275,,Settlement for TXN0003816
BNKTXN4624857,TXN0003818,UTR229918128091,MERCH0037,Axis Bank,10-05-2024,11-05-2024,92122.19,1175.47,211.58,INR,SETTLED,BATCH202405091,HDFC9077,,Settlement for TXN0003818
BNKTXN5963551,TXN0003819,UTR567858766121,MERCH0046,Yes Bank,23-11-2024,24-11-2024,116313.14,1927.9,347.02,INR,SETTLED,BATCH202411213,HDFC7042,,Settlement for TXN0003819
BNKTXN5677785,TXN0003822,UTR491310465274,MERCH0004,Axis Bank,07-05-2024,08-05-2024,119058.94,1291.31,232.44,INR,SETTLED,BATCH202405061,HDFC9068,,Settlement for TXN0003822
BNKTXN4672464,TXN0003823,UTR294729926337,MERCH0003,Kotak,12-08-2024,13-08-2024,26140.55,374.0,67.32,INR,SETTLED,BATCH202408115,HDFC3647,,Settlement for TXN0003823
BNKTXN3741454,TXN0003825,UTR223185831329,MERCH0031,HDFC Bank,05-02-2024,06-02-2024,127910.95,2622.13,471.98,INR,SETTLED,BATCH202402031,HDFC9075,,Settlement for TXN0003825
BNKTXN2543758,TXN0003828,UTR519261758692,MERCH0029,Yes Bank,13-11-2024,14-11-2024,127241.53,1969.66,354.54,INR,SETTLED,BATCH202411121,HDFC2008,,Settlement for TXN0003828
BNKTXN2897205,TXN0003829,UTR111704047873,MERCH0031,HDFC Bank,30-08-2024,31-08-2024,6164.94,107.83,19.41,INR,SETTLED,BATCH202408281,HDFC5813,,Settlement for TXN0003829
BNKTXN6712258,TXN0003830,UTR701631629581,MERCH0004,HDFC Bank,11-10-2024,12-10-2024,135064.98,2481.56,446.68,INR,SETTLED,BATCH202410094,HDFC5720,,Settlement for TXN0003830
BNKTXN1555154,TXN0003831,UTR064858884442,MERCH0019,ICICI Bank,19-10-2024,20-10-2024,58889.82,1501.17,270.21,INR,SETTLED,BATCH202410175,HDFC5048,,Settlement for TXN0003831
BNKTXN8897079,TXN0003832,UTR451265276673,MERCH0007,SBI,25-04-2024,26-04-2024,61883.69,1575.22,283.54,INR,SETTLED,BATCH202404231,HDFC4127,,Settlement for TXN0003832
BNKTXN8349238,TXN0003833,UTR681868506345,MERCH0034,Axis Bank,20-11-2024,21-11-2024,27142.73,281.32,50.64,INR,SETTLED,BATCH202411185,HDFC1947,,Settlement for TXN0003833
BNKTXN1760408,TXN0003834,UTR826342423592,MERCH0034,HDFC Bank,08-07-2024,09-07-2024,96459.7,1471.42,264.86,INR,SETTLED,BATCH202407073,HDFC7224,,Settlement for TXN0003834
BNKTXN2935477,TXN0003835,UTR586182114084,MERCH0047,ICICI Bank,07-11-2024,08-11-2024,134998.76,3128.74,563.17,INR,SETTLED,BATCH202411053,HDFC8507,,Settlement for TXN0003835
BNKTXN8252006,TXN0003836,UTR757332006119,MERCH0015,Kotak,17-02-2024,18-02-2024,106779.56,2628.41,473.11,INR,SETTLED,BATCH202402155,HDFC6019,,Settlement for TXN0003836
BNKTXN3241026,TXN0003838,UTR846074916981,MERCH0021,Axis Bank,22-09-2024,23-09-2024,118778.56,1495.28,269.15,INR,SETTLED,BATCH202409214,HDFC6159,,Settlement for TXN0003838
BNKTXN3572252,TXN0003839,UTR042425846589,MERCH0038,SBI,05-11-2024,06-11-2024,47504.0,1030.64,185.52,INR,SETTLED,BATCH202411044,HDFC7313,,Settlement for TXN0003839
BNKTXN6980148,TXN0003840,UTR499408477279,MERCH0029,HDFC Bank,24-06-2024,25-06-2024,105658.57,1291.39,232.45,INR,SETTLED,BATCH202406224,HDFC5584,Fee Rounding,Settlement for TXN0003840
BNKTXN4557754,TXN0003841,UTR464087981736,MERCH0008,ICICI Bank,17-10-2024,18-10-2024,145058.18,3593.35,646.8,INR,SETTLED,BATCH202410163,HDFC3409,,Settlement for TXN0003841
BNKTXN3630052,TXN0003842,UTR201180829548,MERCH0042,HDFC Bank,16-04-2024,17-04-2024,16969.84,235.35,42.36,INR,SETTLED,BATCH202404152,HDFC3234,,Settlement for TXN0003842
BNKTXN5693209,TXN0003843,UTR338179842769,MERCH0003,Axis Bank,10-11-2024,11-11-2024,45972.94,736.24,132.52,INR,SETTLED,BATCH202411095,HDFC2914,,Settlement for TXN0003843
BNKTXN2805300,TXN0003845,UTR364629690545,MERCH0012,HDFC Bank,13-10-2024,14-10-2024,38074.48,913.12,164.36,INR,SETTLED,BATCH202410124,HDFC1514,,Settlement for TXN0003845
BNKTXN9348931,TXN0003846,UTR476083073546,MERCH0004,Kotak,14-03-2024,15-03-2024,123936.99,1682.84,302.91,INR,SETTLED,BATCH202403133,HDFC9749,,Settlement for TXN0003846
BNKTXN5840254,TXN0003847,UTR644925593348,MERCH0033,ICICI Bank,04-09-2024,05-09-2024,120409.13,2114.42,380.6,INR,SETTLED,BATCH202409035,HDFC7999,,Settlement for TXN0003847
BNKTXN3719378,TXN0003849,UTR334128343703,MERCH0030,Axis Bank,09-08-2024,10-08-2024,93265.8,1250.14,225.03,INR,SETTLED,BATCH202408075,HDFC8486,,Settlement for TXN0003849
BNKTXN4751828,TXN0003851,UTR398481172251,MERCH0012,ICICI Bank,20-02-2024,21-02-2024,120653.84,1839.96,331.19,INR,SETTLED,BATCH202402193,HDFC4268,,Settlement for TXN0003851
BNKTXN8548693,TXN0003852,UTR981808554206,MERCH0001,Yes Bank,11-03-2024,12-03-2024,93391.88,2168.32,390.3,INR,SETTLED,BATCH202403104,HDFC6502,,Settlement for TXN0003852
BNKTXN3447109,TXN0003853,UTR350617723820,MERCH0030,HDFC Bank,24-01-2024,25-01-2024,109609.53,2034.92,366.29,INR,SETTLED,BATCH202401225,HDFC8995,,Settlement for TXN0003853
BNKTXN8349419,TXN0003854,UTR032022401732,MERCH0036,Kotak,13-05-2024,14-05-2024,104085.15,1898.21,341.68,INR,SETTLED,BATCH202405113,HDFC4326,,Settlement for TXN0003854
BNKTXN1403294,TXN0003855,UTR009404378141,MERCH0008,Kotak,24-03-2024,25-03-2024,93554.89,1600.15,288.03,INR,SETTLED,BATCH202403222,HDFC1210,,Settlement for TXN0003855
BNKTXN9717783,TXN0003856,UTR051300572395,MERCH0014,Kotak,21-01-2024,22-01-2024,127756.27,1645.22,296.14,INR,SETTLED,BATCH202401202,HDFC6749,,Settlement for TXN0003856
BNKTXN4040110,TXN0003857,UTR996817548144,MERCH0009,SBI,28-03-2024,29-03-2024,17407.95,442.63,79.67,INR,SETTLED,BATCH202403261,HDFC8150,,Settlement for TXN0003857
BNKTXN3256581,TXN0003858,UTR746879271855,MERCH0048,Axis Bank,08-06-2024,09-06-2024,93978.29,1111.4,200.05,INR,SETTLED,BATCH202406065,HDFC6296,,Settlement for TXN0003858
BNKTXN4361330,TXN0003861,UTR202035210481,MERCH0008,Kotak,14-10-2024,15-10-2024,97350.86,2185.98,393.48,INR,SETTLED,BATCH202410132,HDFC5696,,Settlement for TXN0003861
BNKTXN2954610,TXN0003862,UTR492352493710,MERCH0018,Axis Bank,05-04-2024,06-04-2024,29151.97,723.87,130.3,INR,SETTLED,BATCH202404041,HDFC4672,,Settlement for TXN0003862
BNKTXN1593434,TXN0003864,UTR043891148219,MERCH0037,HDFC Bank,21-02-2024,22-02-2024,82059.49,1333.27,239.99,INR,SETTLED,BATCH202402203,HDFC8001,,Settlement for TXN0003864
BNKTXN4545478,TXN0003865,UTR641509957568,MERCH0006,ICICI Bank,25-07-2024,26-07-2024,85375.13,1570.8,282.74,INR,SETTLED,BATCH202407242,HDFC3821,Partial Settlement,Settlement for TXN0003865
BNKTXN5220741,TXN0003866,UTR822359634726,MERCH0011,HDFC Bank,24-11-2024,25-11-2024,88582.52,2114.51,380.61,INR,SETTLED,BATCH202411232,HDFC2060,,Settlement for TXN0003866
BNKTXN4399524,TXN0003868,,MERCH0010,Yes Bank,01-04-2024,02-04-2024,134111.36,1245.06,224.11,INR,SETTLED,BATCH202403315,HDFC2988,,Settlement for TXN0003868
BNKTXN5624054,TXN0003869,UTR414930015903,MERCH0036,HDFC Bank,22-02-2024,23-02-2024,108625.05,1762.51,317.25,INR,SETTLED,BATCH202402212,HDFC9069,,Settlement for TXN0003869
BNKTXN9240881,TXN0003870,UTR630906695804,MERCH0050,HDFC Bank,01-11-2024,02-11-2024,142391.71,2155.5,387.99,INR,SETTLED,BATCH202410303,HDFC1721,,Settlement for TXN0003870
BNKTXN6854195,TXN0003871,UTR230028834928,MERCH0018,ICICI Bank,27-11-2024,28-11-2024,13870.92,277.44,49.94,INR,SETTLED,BATCH202411262,HDFC6835,,Settlement for TXN0003871
BNKTXN5944415,TXN0003872,UTR400010568977,MERCH0039,Yes Bank,01-08-2024,02-08-2024,142306.14,2896.61,521.39,INR,SETTLED,BATCH202407304,HDFC2600,,Settlement for TXN0003872
BNKTXN2417161,TXN0003873,UTR696892869797,MERCH0038,Kotak,29-04-2024,30-04-2024,123913.05,1357.94,244.43,INR,SETTLED,BATCH202404272,HDFC8088,,Settlement for TXN0003873
BNKTXN3039980,TXN0003876,UTR707896178322,MERCH0024,Kotak,09-11-2024,10-11-2024,24632.28,621.48,111.87,INR,SETTLED,BATCH202411073,HDFC6917,,Settlement for TXN0003876
BNKTXN9726744,TXN0003879,UTR727857302394,MERCH0036,Yes Bank,07-10-2024,08-10-2024,40059.54,581.53,104.68,INR,SETTLED,BATCH202410064,HDFC3269,,Settlement for TXN0003879
BNKTXN8420521,TXN0003883,UTR151763861890,MERCH0036,HDFC Bank,12-04-2024,13-04-2024,20489.02,379.86,68.37,INR,SETTLED,BATCH202404111,HDFC2570,,Settlement for TXN0003883
BNKTXN4306618,TXN0003884,UTR539720560064,MERCH0009,SBI,27-02-2024,28-02-2024,47538.57,893.05,160.75,INR,SETTLED,BATCH202402253,HDFC7806,,Settlement for TXN0003884
BNKTXN1050404,TXN0003886,UTR433745365602,MERCH0025,HDFC Bank,28-03-2024,29-03-2024,98628.85,1298.67,233.76,INR,SETTLED,BATCH202403272,HDFC3442,,Settlement for TXN0003886
BNKTXN8562274,TXN0003888,UTR079391051507,MERCH0005,Kotak,09-10-2024,10-10-2024,87962.51,1650.34,297.06,INR,SETTLED,BATCH202410074,HDFC8997,,Settlement for TXN0003888
BNKTXN8417408,TXN0003889,UTR153209283534,MERCH0010,Yes Bank,19-03-2024,20-03-2024,104009.9,1855.17,333.93,INR,SETTLED,BATCH202403181,HDFC8889,,Settlement for TXN0003889
BNKTXN4267321,TXN0003890,UTR006486157799,MERCH0014,ICICI Bank,05-05-2024,06-05-2024,107368.32,1914.55,344.62,INR,SETTLED,BATCH202405035,HDFC5952,,Settlement for TXN0003890
BNKTXN6874260,TXN0003892,UTR005476424944,MERCH0010,PNB,12-02-2024,13-02-2024,83934.01,1608.82,289.59,INR,SETTLED,BATCH202402102,HDFC1670,,Settlement for TXN0003892
BNKTXN8524350,TXN0003893,UTR917827297213,MERCH0028,Kotak,23-05-2024,24-05-2024,57874.58,1463.45,263.42,INR,SETTLED,BATCH202405212,HDFC3576,Fee Rounding,Settlement for TXN0003893
BNKTXN8831965,TXN0003894,UTR404034176097,MERCH0008,Axis Bank,31-03-2024,01-04-2024,7098.8,147.76,26.6,INR,SETTLED,BATCH202403295,HDFC4205,,Settlement for TXN0003894
BNKTXN6456423,TXN0003895,UTR208664786359,MERCH0044,HDFC Bank,27-04-2024,28-04-2024,4540.29,103.02,18.54,INR,SETTLED,BATCH202404252,HDFC6460,,Settlement for TXN0003895
BNKTXN6017368,TXN0003896,UTR318705098221,MERCH0049,Yes Bank,24-08-2024,25-08-2024,97436.03,1285.6,231.41,INR,SETTLED,BATCH202408222,HDFC3207,,Settlement for TXN0003896
BNKTXN2762842,TXN0003899,UTR760392191658,MERCH0049,ICICI Bank,12-01-2024,13-01-2024,29211.21,330.15,59.43,INR,SETTLED,BATCH202401103,HDFC5703,,Settlement for TXN0003899
BNKTXN8433718,TXN0003900,UTR318058309769,MERCH0002,Axis Bank,16-10-2024,17-10-2024,74904.18,1175.93,211.67,INR,SETTLED,BATCH202410144,HDFC9291,,Settlement for TXN0003900
BNKTXN1434253,TXN0003901,UTR937753359409,MERCH0021,PNB,01-04-2024,02-04-2024,121664.09,1778.29,320.09,INR,SETTLED,BATCH202403313,HDFC8081,,Settlement for TXN0003901
BNKTXN7927997,TXN0003902,UTR844338902547,MERCH0048,Axis Bank,19-03-2024,20-03-2024,2863.72,53.13,9.56,INR,SETTLED,BATCH202403174,HDFC6831,,Settlement for TXN0003902
BNKTXN9831224,TXN0003903,UTR786892685512,MERCH0031,HDFC Bank,09-04-2024,10-04-2024,134597.54,3636.57,654.58,INR,SETTLED,BATCH202404072,HDFC3548,Partial Settlement,Settlement for TXN0003903
BNKTXN8430665,TXN0003905,UTR423861450941,MERCH0015,SBI,20-05-2024,21-05-2024,49225.89,953.41,171.61,INR,SETTLED,BATCH202405181,HDFC4700,,Settlement for TXN0003905
BNKTXN1475075,TXN0003906,UTR905044281645,MERCH0033,HDFC Bank,05-10-2024,06-10-2024,143333.77,2886.5,519.57,INR,SETTLED,BATCH202410032,HDFC2756,,Settlement for TXN0003906
BNKTXN3943595,TXN0003907,UTR455658247682,MERCH0045,PNB,19-05-2024,20-05-2024,21263.45,259.27,46.67,INR,SETTLED,BATCH202405182,HDFC9489,,Settlement for TXN0003907
BNKTXN8391523,TXN0003908,UTR268496777619,MERCH0012,Kotak,21-01-2024,22-01-2024,12798.12,120.75,21.73,INR,SETTLED,BATCH202401194,HDFC1355,,Settlement for TXN0003908
BNKTXN5319571,TXN0003909,UTR431936671162,MERCH0023,SBI,14-05-2024,15-05-2024,114580.17,2215.03,398.71,INR,SETTLED,BATCH202405125,HDFC4516,,Settlement for TXN0003909
BNKTXN4861971,TXN0003910,UTR937593727513,MERCH0005,Yes Bank,07-03-2024,08-03-2024,12054.84,203.75,36.67,INR,SETTLED,BATCH202403051,HDFC5310,,Settlement for TXN0003910
BNKTXN6074000,TXN0003912,UTR123646285069,MERCH0026,Yes Bank,17-08-2024,18-08-2024,91060.58,1234.67,222.24,INR,SETTLED,BATCH202408154,HDFC4242,,Settlement for TXN0003912
BNKTXN9335525,TXN0003913,UTR016055704787,MERCH0043,SBI,05-01-2024,06-01-2024,2429.01,41.03,7.39,INR,SETTLED,BATCH202401032,HDFC8984,,Settlement for TXN0003913
BNKTXN3579944,TXN0003914,UTR642965399909,MERCH0021,HDFC Bank,03-10-2024,04-10-2024,122724.23,2160.25,388.84,INR,SETTLED,BATCH202410011,HDFC1058,,Settlement for TXN0003914
BNKTXN9473456,TXN0003915,UTR615160080443,MERCH0024,PNB,24-07-2024,25-07-2024,40947.83,752.34,135.42,INR,SETTLED,BATCH202407231,HDFC6683,,Settlement for TXN0003915
BNKTXN2471343,TXN0003916,UTR603453007341,MERCH0024,ICICI Bank,11-06-2024,12-06-2024,116120.66,2436.66,438.6,INR,SETTLED,BATCH202406102,HDFC1520,,Settlement for TXN0003916
BNKTXN8875760,TXN0003917,UTR438018087537,MERCH0020,Yes Bank,25-02-2024,26-02-2024,140855.64,2690.84,484.35,INR,SETTLED,BATCH202402241,HDFC4446,,Settlement for TXN0003917
BNKTXN2288003,TXN0003919,UTR782028253655,MERCH0010,ICICI Bank,21-10-2024,22-10-2024,123948.57,2217.53,399.16,INR,SETTLED,BATCH202410205,HDFC6247,,Settlement for TXN0003919
BNKTXN8267203,TXN0003924,UTR219761743264,MERCH0047,SBI,31-10-2024,01-11-2024,71498.32,1184.0,213.12,INR,SETTLED,BATCH202410292,HDFC3710,,Settlement for TXN0003924
BNKTXN3885918,TXN0003925,UTR018299909101,MERCH0004,SBI,21-05-2024,22-05-2024,119327.46,2080.07,374.41,INR,SETTLED,BATCH202405201,HDFC3704,,Settlement for TXN0003925
BNKTXN5242542,TXN0003926,UTR883403906077,MERCH0005,SBI,22-08-2024,23-08-2024,34142.16,846.49,152.37,INR,SETTLED,BATCH202408214,HDFC2948,,Settlement for TXN0003926
BNKTXN6470000,TXN0003927,UTR820244694397,MERCH0019,ICICI Bank,15-03-2024,16-03-2024,54553.52,1349.21,242.86,INR,SETTLED,BATCH202403145,HDFC5695,,Settlement for TXN0003927
BNKTXN3676386,TXN0003928,UTR823321301938,MERCH0050,PNB,05-01-2024,06-01-2024,15466.25,221.83,39.93,INR,SETTLED,BATCH202401042,HDFC1530,,Settlement for TXN0003928
BNKTXN8475192,TXN0003929,UTR147562978823,MERCH0023,HDFC Bank,15-05-2024,16-05-2024,129463.18,1582.0,284.76,INR,SETTLED,BATCH202405133,HDFC2910,,Settlement for TXN0003929
BNKTXN6889911,TXN0003930,UTR356347168801,MERCH0031,HDFC Bank,01-05-2024,02-05-2024,6284.66,110.2,19.84,INR,SETTLED,BATCH202404294,HDFC7550,,Settlement for TXN0003930
BNKTXN1650375,TXN0003931,UTR356414077142,MERCH0006,ICICI Bank,24-05-2024,25-05-2024,137637.91,1366.14,245.91,INR,SETTLED,BATCH202405222,HDFC5047,,Settlement for TXN0003931
BNKTXN6748099,TXN0003932,UTR799229108077,MERCH0035,PNB,09-02-2024,10-02-2024,130715.62,2983.74,537.07,INR,SETTLED,BATCH202402085,HDFC5273,,Settlement for TXN0003932
BNKTXN3635333,TXN0003933,UTR769603834786,MERCH0010,Axis Bank,21-09-2024,22-09-2024,100160.44,1153.3,207.59,INR,SETTLED,BATCH202409204,HDFC6052,,Settlement for TXN0003933
BNKTXN2239649,TXN0003934,UTR035090786114,MERCH0002,Axis Bank,10-05-2024,11-05-2024,79109.66,746.21,134.32,INR,SETTLED,BATCH202405082,HDFC6867,,Settlement for TXN0003934
BNKTXN3147103,TXN0003935,UTR746462250747,MERCH0028,Kotak,12-09-2024,13-09-2024,19236.28,489.59,88.13,INR,SETTLED,BATCH202409112,HDFC6110,,Settlement for TXN0003935
BNKTXN2412326,TXN0003936,,MERCH0008,HDFC Bank,16-10-2024,17-10-2024,2047.68,31.78,5.72,INR,SETTLED,BATCH202410151,HDFC7080,,Settlement for TXN0003936
BNKTXN9010552,TXN0003939,UTR174221659811,MERCH0024,PNB,06-04-2024,07-04-2024,30980.71,573.84,103.29,INR,SETTLED,BATCH202404044,HDFC2554,,Settlement for TXN0003939
BNKTXN7004550,TXN0003941,UTR297131158250,MERCH0035,ICICI Bank,12-04-2024,13-04-2024,110678.39,2551.63,459.29,INR,SETTLED,BATCH202404111,HDFC1594,,Settlement for TXN0003941
BNKTXN6676142,TXN0003942,UTR829145470543,MERCH0014,SBI,04-03-2024,05-03-2024,143852.89,1736.54,312.58,INR,SETTLED,BATCH202403033,HDFC9093,,Settlement for TXN0003942
BNKTXN8499212,TXN0003943,UTR220781050898,MERCH0045,Yes Bank,25-02-2024,26-02-2024,104031.38,2213.65,398.46,INR,SETTLED,BATCH202402241,HDFC9711,,Settlement for TXN0003943
BNKTXN6265939,TXN0003944,UTR369351073851,MERCH0021,Yes Bank,08-06-2024,09-06-2024,35869.43,778.65,140.16,INR,SETTLED,BATCH202406064,HDFC9792,,Settlement for TXN0003944
BNKTXN4711639,TXN0003945,UTR946174556378,MERCH0049,Kotak,02-11-2024,03-11-2024,42343.65,852.73,153.49,INR,SETTLED,BATCH202411013,HDFC2772,,Settlement for TXN0003945
BNKTXN3959624,TXN0003947,UTR079047552303,MERCH0014,HDFC Bank,22-04-2024,23-04-2024,78248.3,1355.49,243.99,INR,SETTLED,BATCH202404212,HDFC2917,,Settlement for TXN0003947
BNKTXN1566205,TXN0003948,UTR493415822121,MERCH0049,HDFC Bank,18-11-2024,19-11-2024,17293.17,202.94,36.53,INR,SETTLED,BATCH202411165,HDFC2508,,Settlement for TXN0003948
BNKTXN1093890,TXN0003950,UTR860689217447,MERCH0047,ICICI Bank,28-04-2024,29-04-2024,94023.49,2379.06,428.23,INR,SETTLED,BATCH202404273,HDFC3252,,Settlement for TXN0003950
BNKTXN5300237,TXN0003952,UTR870152950635,MERCH0020,Axis Bank,21-01-2024,22-01-2024,12214.35,194.69,35.04,INR,SETTLED,BATCH202401191,HDFC7213,,Settlement for TXN0003952
BNKTXN2519977,TXN0003955,UTR656382569028,MERCH0029,HDFC Bank,28-02-2024,29-02-2024,84622.78,1840.12,331.22,INR,SETTLED,BATCH202402265,HDFC5814,,Settlement for TXN0003955
