transaction_id,utr_number,merchant_id,customer_id,payment_method,payment_gateway,acquirer_bank,transaction_date,transaction_time,gross_amount,fee_amount,gst_on_fee,net_amount,currency_code,payment_status,vpa_id,bank_reference_no,error_code,device_type,ip_address,reversal_flag,batch_id,settlement_cycle,remarks
TXN0003606,UTR294411530912,MERCH0045,CUST74705,UPI,Razorpay,PNB,2024-01-13,08:24:55,61990.93,1248.3,224.69,60742.63,INR,SUCCESS,rajata465@okhdfcbank,BNKREF504444,,Desktop,49.235.101.143,N,BATCH202401132,T+1,
TXN0003607,,MERCH0018,CUST69539,Net Banking,Razorpay,PNB,2024-06-08,00:07:01,22744.6,250.19,45.03,22494.41,INR,FAILED,,BNKREF694245,ERR695,Desktop,140.87.81.193,N,BATCH202406084,T+2,
TXN0003608,UTR526555757681,MERCH0008,CUST31324,UPI,Razorpay,HDFC Bank,2024-05-21,14:57:06,21814.12,402.55,72.46,21411.57,INR,SUCCESS,oni901@okaxis,BNKREF539750,,Desktop,21.251.7.14,N,BATCH202405213,T+2,
TXN0003609,UTR439387270759,MERCH0046,CUST38128,UPI,PayU,ICICI Bank,2024-04-04,16:37:12,3110.14,67.71,12.19,3042.43,INR,SUCCESS,kiaan644@ybl,BNKREF952747,,Mobile,223.180.149.22,N,BATCH202404043,T+1,
TXN0003610,UTR289017106378,MERCH0005,CUST26015,Net Banking,Stripe,Axis Bank,2024-03-16,17:13:40,135285.91,1497.88,269.62,133788.03,INR,SUCCESS,,BNKREF647523,,Tablet,166.28.151.176,N,BATCH202403162,T+1,
TXN0003611,,MERCH0013,CUST46316,Credit Card,Cashfree,PNB,2024-08-14,20:44:47,109243.16,2327.68,418.98,106915.48,INR,PENDING,,BNKREF623420,,Tablet,109.150.93.79,N,BATCH202408141,T+1,
TXN0003612,UTR058870491931,MERCH0036,CUST95439,Net Banking,PayTM Gateway,SBI,2024-11-20,02:50:56,32759.9,560.72,100.93,32199.18,INR,SUCCESS,,BNKREF236133,,Mobile,13.42.34.27,N,BATCH202411202,T+2,
TXN0003613,UTR334405938983,MERCH0016,CUST35765,Net Banking,PayU,Axis Bank,2024-02-09,13:25:56,92327.48,2254.83,405.87,90072.65,INR,SUCCESS,,BNKREF812534,,Tablet,137.250.230.218,N,BATCH202402094,T+1,
TXN0003614,UTR829989598148,MERCH0035,CUST11580,Credit Card,Cashfree,Kotak,2024-09-16,15:25:08,78677.24,1118.85,201.39,77558.39,INR,SUCCESS,,BNKREF450522,,Mobile,151.202.120.130,N,BATCH202409163,T+2,
TXN0003615,UTR273006364704,MERCH0034,CUST72765,Net Banking,Razorpay,ICICI Bank,2024-06-08,10:27:52,20045.62,499.05,89.83,19546.57,INR,SUCCESS,,BNKREF975256,,Mobile,197.135.141.218,N,BATCH202406085,T+1,
TXN0003616,UTR294476337799,MERCH0016,CUST76887,Debit Card,Razorpay,ICICI Bank,2024-04-15,06:53:10,145735.19,1565.21,281.74,144169.98,INR,SUCCESS,,BNKREF917676,,Desktop,81.208.171.43,N,BATCH202404151,T+1,
TXN0003617,UTR491917997057,MERCH0038,CUST98396,Debit Card,PayTM Gateway,SBI,2024-04-04,15:48:07,68080.71,1550.55,279.1,66530.16,INR,SUCCESS,,BNKREF204536,,Mobile,38.126.73.174,N,BATCH202404045,T+1,
TXN0003618,,MERCH0011,CUST33863,UPI,Cashfree,ICICI Bank,2024-10-11,03:49:58,146699.44,3553.12,639.56,143146.32,INR,FAILED,ayaan507@paytm,BNKREF396020,ERR173,Tablet,128.60.253.141,N,BATCH202410111,T+1,
TXN0003619,UTR869186607094,MERCH0006,CUST86241,UPI,Cashfree,Axis Bank,2024-02-27,17:23:37,33105.83,667.47,120.14,32438.36,INR,SUCCESS,charvi173@ibl,BNKREF365027,,Mobile,74.250.95.203,N,BATCH202402274,T+2,
TXN0003620,UTR369810534053,MERCH0019,CUST75129,Net Banking,Cashfree,Kotak,2024-10-15,03:44:35,38425.41783085409,774.72,139.45,37645.95,INR,SUCCESS,,BNKREF291569,,Tablet,159.41.121.69,N,BATCH202410152,T+1,
TXN0003621,,MERCH0015,CUST45426,Net Banking,Cashfree,Axis Bank,2024-09-23,21:03:14,70694.03,1340.02,241.2,69354.01,INR,FAILED,,BNKREF475037,ERR173,Mobile,47.41.216.80,N,BATCH202409235,T+1,
TXN0003622,UTR533962599917,MERCH0036,CUST13842,Net Banking,PayU,Axis Bank,2024-11-21,10:04:06,58259.04,1298.21,233.68,56960.83,INR,SUCCESS,,BNKREF203207,,Desktop,8.139.75.120,N,BATCH202411212,T+1,
TXN0003623,,MERCH0027,CUST36159,UPI,Stripe,Axis Bank,2024-06-24,18:15:37,105204.35,2176.46,391.76,103027.89,INR,PENDING,azaan124@okicici,BNKREF215576,,Desktop,136.238.1.14,N,BATCH202406245,T+1,
TXN0003624,UTR781052450357,MERCH0042,CUST80148,Credit Card,PayU,ICICI Bank,2024-03-15,21:29:57,28462.94,495.49,89.19,27967.45,INR,SUCCESS,,BNKREF425766,,Mobile,52.238.94.22,N,BATCH202403151,T+1,
TXN0003625,,MERCH0031,CUST91040,Debit Card,PayTM Gateway,HDFC Bank,2024-09-30,14:56:55,97760.63,1865.6,335.81,95895.03,INR,PENDING,,BNKREF424999,,Desktop,203.251.241.234,N,BATCH202409303,T+1,
TXN0003626,UTR315227911074,MERCH0028,CUST56006,UPI,Cashfree,HDFC Bank,2024-01-24,11:34:21,73172.07,1300.84,234.15,71871.23,INR,SUCCESS,nathan425@okaxis,BNKREF900388,,Mobile,73.89.181.253,N,BATCH202401241,T+1,
TXN0003627,UTR523204204224,MERCH0030,CUST11258,Debit Card,Cashfree,SBI,2024-09-11,01:36:38,63558.73,1333.69,240.06,62225.04,INR,SUCCESS,,BNKREF647295,,Desktop,38.156.27.216,N,BATCH202409115,T+2,
TXN0003628,UTR089320085875,MERCH0010,CUST18506,Wallet,Stripe,SBI,2024-01-19,20:45:53,72411.16,994.3,178.97,71416.86,INR,SUCCESS,,BNKREF267806,,Desktop,221.189.243.48,N,BATCH202401195,T+2,
TXN0003629,UTR120976583571,MERCH0042,CUST71628,Credit Card,Stripe,PNB,2024-04-17,11:20:38,14897.97,164.1,29.54,14733.87,INR,SUCCESS,,BNKREF543987,,Mobile,111.205.158.26,N,BATCH202404171,T+1,
TXN0003630,UTR294807426890,MERCH0008,CUST68638,Net Banking,Cashfree,HDFC Bank,2024-06-26,12:09:02,28830.63,516.1,92.9,28314.53,INR,SUCCESS,,BNKREF199946,,Desktop,23.222.237.77,N,BATCH202406264,T+2,
TXN0003631,UTR681573664096,MERCH0036,CUST10875,Net Banking,Razorpay,SBI,2024-04-17,20:37:56,33103.96,338.28,60.89,32765.68,INR,SUCCESS,,BNKREF127202,,Mobile,198.183.233.127,N,BATCH202404172,T+1,
TXN0003632,UTR476595440888,MERCH0033,CUST53946,Credit Card,Razorpay,SBI,2024-07-24,20:48:31,89372.3,1847.19,332.49,87525.11,INR,SUCCESS,,BNKREF941617,,Desktop,12.191.241.159,N,BATCH202407242,T+1,
TXN0003633,UTR084829604620,MERCH0036,CUST75448,Net Banking,PayU,PNB,2024-11-06,04:16:18,129446.38,2315.12,416.72,127131.26,INR,SUCCESS,,BNKREF677226,,Desktop,44.213.92.129,N,BATCH202411062,T+1,
TXN0003634,,MERCH0013,CUST89294,UPI,PayTM Gateway,Axis Bank,2024-03-06,05:24:50,34632.33,852.01,153.36,33780.32,INR,FAILED,chasmum880@paytm,BNKREF249560,ERR743,Desktop,15.30.88.194,N,BATCH202403062,T+1,
TXN0003635,,MERCH0046,CUST32412,UPI,Stripe,Kotak,2024-07-15,21:39:13,71019.81,1678.95,302.21,69340.86,INR,FAILED,logan374@okaxis,BNKREF946819,ERR558,Desktop,142.3.122.56,N,BATCH202407153,T+1,
TXN0003636,UTR413907443297,MERCH0037,CUST27322,Debit Card,Razorpay,SBI,2024-11-02,10:21:47,4733.62,111.54,20.08,4622.08,INR,SUCCESS,,BNKREF890272,,Mobile,142.9.154.9,N,BATCH202411022,T+1,
TXN0003637,UTR322888970260,MERCH0004,CUST93234,UPI,Cashfree,SBI,2024-10-26,22:45:39,67950.41,1325.45,238.58,66624.96,INR,SUCCESS,zehaan72@okicici,BNKREF987730,,Mobile,122.222.101.131,N,BATCH202410261,T+2,
TXN0003638,,MERCH0043,CUST74969,Debit Card,PayTM Gateway,Yes Bank,2024-02-12,10:13:43,57905.86,1061.62,191.09,56844.24,INR,FAILED,,BNKREF773986,ERR573,Desktop,148.247.51.152,N,BATCH202402122,T+1,
TXN0003639,UTR642178572280,MERCH0047,CUST44984,Net Banking,PayU,Axis Bank,2024-04-04,01:42:59,95995.62,1586.66,285.6,94408.96,INR,SUCCESS,,BNKREF731271,,Mobile,204.225.13.43,N,BATCH202404044,T+2,
TXN0003640,UTR869191809817,MERCH0020,CUST51827,UPI,Cashfree,Yes Bank,2024-11-19,10:57:39,136262.85,2879.82,518.37,133383.03,INR,SUCCESS,meera144@ybl,BNKREF571299,,Desktop,157.249.2.30,N,BATCH202411192,T+2,
TXN0003641,UTR336286411692,MERCH0032,CUST71799,Debit Card,Razorpay,SBI,2024-01-04,19:00:58,16674.22,159.1,28.64,16515.12,INR,SUCCESS,,BNKREF678632,,Tablet,97.180.156.6,N,BATCH202401042,T+1,
TXN0003642,UTR490365716889,MERCH0032,CUST29358,UPI,Stripe,Yes Bank,2024-09-17,06:30:45,136168.44,2156.62,388.19,134011.82,INR,SUCCESS,zaitra236@oksbi,BNKREF729992,,Mobile,82.6.29.5,N,BATCH202409171,T+1,
TXN0003643,,MERCH0032,CUST44003,Net Banking,Cashfree,Kotak,2024-02-02,08:30:52,40768.71,611.45,110.06,40157.26,INR,REFUNDED,,BNKREF609661,,Mobile,65.105.160.89,Y,BATCH202402022,T+1,
TXN0003644,UTR907923285337,MERCH0016,CUST61982,Debit Card,PayU,SBI,2024-09-27,00:18:22,122424.38,2049.02,368.82,120375.36,INR,SUCCESS,,BNKREF125904,,Tablet,64.168.149.11,N,BATCH202409273,T+2,
TXN0003645,,MERCH0030,CUST31837,UPI,PayTM Gateway,Axis Bank,2024-06-04,20:19:41,103175.17,2089.09,376.04,101086.08,INR,REFUNDED,ekani848@paytm,BNKREF354317,,Mobile,12.173.225.177,Y,BATCH202406045,T+2,
TXN0003646,UTR862539563948,MERCH0032,CUST46955,Net Banking,PayU,SBI,2024-11-06,12:54:06,142678.36,2769.6,498.53,139908.76,INR,SUCCESS,,BNKREF366649,,Mobile,50.103.66.200,N,BATCH202411063,T+1,
TXN0003647,,MERCH0049,CUST86659,Debit Card,PayU,Axis Bank,2024-08-17,03:46:37,119812.5,1351.58,243.28,118460.92,INR,PENDING,,BNKREF332407,,Desktop,147.85.124.36,N,BATCH202408173,T+2,
TXN0003648,UTR458960193772,MERCH0036,CUST61048,UPI,PayTM Gateway,ICICI Bank,2024-08-05,20:57:03,136056.64,3068.25,552.28,132988.39,INR,SUCCESS,kalpit667@ibl,BNKREF555077,,Desktop,66.231.176.153,N,BATCH202408055,T+1,
TXN0003649,UTR710717806550,MERCH0012,CUST66020,Net Banking,Cashfree,Axis Bank,2024-11-02,14:58:32,104523.29,2186.59,393.59,102336.7,INR,SUCCESS,,BNKREF240683,,Mobile,128.74.149.31,N,BATCH202411022,T+1,
TXN0003650,UTR076579667581,MERCH0045,CUST37084,Debit Card,Cashfree,SBI,2024-04-11,12:45:21,118512.13,1154.07,207.73,117358.06,INR,SUCCESS,,BNKREF903154,,Desktop,179.213.86.250,N,BATCH202404113,T+2,
TXN0003651,,MERCH0046,CUST84563,UPI,PayTM Gateway,Axis Bank,2024-11-28,20:51:26,112033.77,1423.97,256.31,110609.8,INR,FAILED,eesha699@okhdfcbank,BNKREF568144,ERR662,Desktop,15.235.26.249,N,BATCH202411281,T+1,
TXN0003652,,MERCH0050,CUST63745,Debit Card,PayTM Gateway,PNB,2024-01-03,00:43:31,147732.41,2496.35,449.34,145236.06,INR,REFUNDED,,BNKREF856512,,Tablet,24.189.20.86,Y,BATCH202401033,T+1,
TXN0003653,,MERCH0042,CUST88417,Net Banking,PayU,ICICI Bank,2024-04-08,02:02:44,4621.11,99.88,17.98,4521.23,INR,REFUNDED,,BNKREF970173,,Mobile,106.185.138.228,Y,BATCH202404085,T+1,
TXN0003654,UTR292781362480,MERCH0050,CUST44896,UPI,PayTM Gateway,Axis Bank,2024-02-03,17:30:40,51538.92,1119.64,201.54,50419.28,INR,SUCCESS,bhavna490@paytm,BNKREF329392,,Mobile,186.55.137.181,N,BATCH202402035,T+1,
TXN0003655,,MERCH0036,CUST60647,UPI,PayU,Yes Bank,2024-08-14,10:43:49,22687.44,548.7,98.77,22138.74,INR,FAILED,ria937@okicici,BNKREF311551,ERR966,Tablet,94.2.73.98,N,BATCH202408141,T+2,
TXN0003656,,MERCH0039,CUST69078,UPI,Stripe,PNB,2024-02-04,20:49:15,5155.27,103.25,18.59,5052.02,INR,FAILED,nandini330@oksbi,BNKREF414331,ERR937,Mobile,27.234.202.59,N,BATCH202402042,T+1,
TXN0003657,UTR736852374761,MERCH0008,CUST53808,Debit Card,Cashfree,Kotak,2024-11-23,05:31:14,87297.32,1323.2,238.18,85974.12,INR,SUCCESS,,BNKREF869908,,Desktop,154.96.86.144,N,BATCH202411235,T+2,
TXN0003658,,MERCH0005,CUST18143,UPI,Cashfree,PNB,2024-10-25,08:27:55,1511.5878308540914,26.08,4.69,1480.76,INR,PENDING,dev154@oksbi,BNKREF276105,,Desktop,204.66.248.118,N,BATCH202410251,T+2,
TXN0003659,UTR986645338373,MERCH0014,CUST26097,Credit Card,Razorpay,PNB,2024-06-13,07:42:02,56757.8,1226.25,220.72,55531.55,INR,SUCCESS,,BNKREF560286,,Tablet,14.59.18.84,N,BATCH202406133,T+2,
TXN0003660,UTR353396414412,MERCH0031,CUST58412,UPI,PayTM Gateway,PNB,2024-06-04,07:29:44,6047.95,97.35,17.52,5950.6,INR,SUCCESS,kashvi862@paytm,BNKREF661928,,Tablet,37.222.157.124,N,BATCH202406041,T+1,
TXN0003661,UTR525120987554,MERCH0048,CUST62456,Credit Card,PayTM Gateway,PNB,2024-06-26,16:54:23,91422.11,1823.92,328.31,89598.19,INR,SUCCESS,,BNKREF853064,,Mobile,55.189.152.37,N,BATCH202406261,T+2,
TXN0003662,UTR280870341163,MERCH0035,CUST64894,UPI,Razorpay,HDFC Bank,2024-07-03,07:55:15,6547.16,160.39,28.87,6386.77,INR,SUCCESS,kamya103@oksbi,BNKREF655637,,Mobile,200.3.46.185,N,BATCH202407031,T+1,
TXN0003663,,MERCH0029,CUST82946,UPI,Razorpay,HDFC Bank,2024-05-24,06:26:31,101176.64,1134.02,204.12,100042.62,INR,FAILED,pratyush835@ybl,BNKREF442707,ERR518,Mobile,99.236.125.133,N,BATCH202405245,T+2,
TXN0003664,,MERCH0025,CUST28387,Credit Card,Stripe,ICICI Bank,2024-03-15,20:12:25,120086.42,1245.17,224.13,118841.25,INR,REFUNDED,,BNKREF950504,,Mobile,82.144.180.148,Y,BATCH202403155,T+2,
TXN0003665,UTR923218395768,MERCH0023,CUST35742,UPI,Stripe,Kotak,2024-04-12,01:58:07,4395.63,64.86,11.67,4330.77,INR,SUCCESS,raksha247@okhdfcbank,BNKREF443107,,Desktop,186.205.221.40,N,BATCH202404122,T+2,
TXN0003666,UTR318927869856,MERCH0033,CUST71454,Net Banking,Stripe,Axis Bank,2024-02-13,17:03:17,135555.23,2423.63,436.25,133131.6,INR,SUCCESS,,BNKREF827457,,Desktop,195.105.11.2,N,BATCH202402132,T+2,
TXN0003667,,MERCH0003,CUST77869,Net Banking,Cashfree,Yes Bank,2024-09-24,06:09:48,54403.36,954.84,171.87,53448.52,INR,FAILED,,BNKREF821485,ERR712,Tablet,104.152.235.72,N,BATCH202409244,T+2,
TXN0003668,,MERCH0045,CUST93882,UPI,Cashfree,Kotak,2024-05-15,11:44:09,128135.72,1600.82,288.15,126534.9,INR,REFUNDED,raksha497@paytm,BNKREF957524,,Desktop,32.26.132.161,Y,BATCH202405153,T+1,
TXN0003669,,MERCH0009,CUST96696,UPI,PayTM Gateway,ICICI Bank,2024-02-18,12:49:29,97491.36,1666.19,299.91,95825.17,INR,REFUNDED,ikbal136@ybl,BNKREF105036,,Mobile,21.24.102.56,Y,BATCH202402182,T+1,
TXN0003670,UTR788083526273,MERCH0043,CUST80633,Net Banking,PayU,Axis Bank,2024-05-22,00:42:42,125802.91,1782.56,320.86,124020.35,INR,SUCCESS,,BNKREF515705,,Mobile,145.235.249.125,N,BATCH202405224,T+2,
TXN0003671,UTR792611980956,MERCH0045,CUST17875,UPI,PayTM Gateway,Yes Bank,2024-01-14,23:45:05,718.16,13.57,2.44,704.59,INR,SUCCESS,siya596@paytm,BNKREF349037,,Tablet,152.226.198.88,N,BATCH202401142,T+1,
TXN0003672,UTR540197311120,MERCH0047,CUST28575,Credit Card,PayTM Gateway,SBI,2024-02-23,18:47:49,103993.89,1335.63,240.41,102658.26,INR,SUCCESS,,BNKREF286493,,Mobile,29.219.137.139,N,BATCH202402234,T+1,
TXN0003673,UTR389273340958,MERCH0026,CUST42035,Net Banking,Cashfree,ICICI Bank,2024-01-27,02:45:50,93992.23,1775.88,319.66,92216.35,INR,SUCCESS,,BNKREF557751,,Tablet,73.67.149.246,N,BATCH202401272,T+1,
TXN0003674,,MERCH0010,CUST86215,UPI,Stripe,PNB,2024-10-30,17:13:03,131040.74,1470.98,264.78,129569.76,INR,FAILED,balvan770@okicici,BNKREF494735,ERR939,Mobile,152.67.242.30,N,BATCH202410305,T+1,
TXN0003675,UTR891228002370,MERCH0041,CUST98954,UPI,PayTM Gateway,HDFC Bank,2024-11-24,14:24:54,57811.79,708.7,127.57,57103.09,INR,SUCCESS,viraj649@ibl,BNKREF917829,,Tablet,65.238.135.128,N,BATCH202411242,T+1,
TXN0003676,UTR123933818945,MERCH0041,CUST46658,UPI,Stripe,Axis Bank,2024-04-21,00:02:43,103570.16,1344.61,242.03,102225.55,INR,SUCCESS,qabil369@ibl,BNKREF185144,,Tablet,222.25.99.142,N,BATCH202404213,T+1,
TXN0003677,UTR506713223709,MERCH0002,CUST41223,Credit Card,Razorpay,SBI,2024-04-03,16:13:02,84147.12,1348.9,242.8,82798.22,INR,SUCCESS,,BNKREF424058,,Desktop,216.220.240.187,N,BATCH202404033,T+2,
TXN0003678,UTR395833265090,MERCH0008,CUST32863,Net Banking,Stripe,HDFC Bank,2024-03-29,07:51:56,49388.03,1116.47,200.96,48271.56,INR,SUCCESS,,BNKREF629838,,Desktop,50.172.252.227,N,BATCH202403295,T+1,
TXN0003679,UTR006799134680,MERCH0025,CUST92300,UPI,Razorpay,Axis Bank,2024-09-04,04:05:40,130326.0,1302.97,234.53,129023.03,INR,SUCCESS,nakul365@okicici,BNKREF167715,,Mobile,169.33.36.158,N,BATCH202409041,T+2,
TXN0003680,UTR406887727538,MERCH0027,CUST61049,UPI,Stripe,Kotak,2024-11-22,19:59:13,61919.73,735.47,132.38,61184.26,INR,SUCCESS,chandran716@okicici,BNKREF841880,,Mobile,86.120.155.146,N,BATCH202411224,T+1,
TXN0003681,UTR089316982379,MERCH0050,CUST87644,Credit Card,Cashfree,SBI,2024-11-16,11:08:22,18814.48,331.11,59.6,18483.37,INR,SUCCESS,,BNKREF849425,,Desktop,69.253.180.23,N,BATCH202411162,T+1,
TXN0003682,UTR526756529805,MERCH0016,CUST95205,UPI,Razorpay,PNB,2024-05-07,22:50:00,144342.33,1816.88,327.04,142525.45,INR,SUCCESS,sai209@okicici,BNKREF224215,,Mobile,170.233.17.43,N,BATCH202405071,T+2,
TXN0003683,UTR100199500987,MERCH0011,CUST61809,UPI,Cashfree,PNB,2024-08-31,11:12:41,3083.41,63.93,11.51,3019.48,INR,SUCCESS,reva438@okhdfcbank,BNKREF571524,,Mobile,144.77.111.216,N,BATCH202408314,T+2,
TXN0003684,,MERCH0049,CUST53691,Credit Card,Cashfree,HDFC Bank,2024-05-16,07:37:56,54223.07,700.24,126.04,53522.83,INR,PENDING,,BNKREF487160,,Desktop,179.108.140.249,N,BATCH202405162,T+1,
TXN0003685,UTR258919959746,MERCH0021,CUST21746,Net Banking,Stripe,Kotak,2024-08-12,21:50:50,119255.17,2967.95,534.23,116287.22,INR,SUCCESS,,BNKREF410841,,Desktop,211.163.69.179,N,BATCH202408123,T+2,
TXN0003686,UTR288894897894,MERCH0007,CUST74729,Debit Card,PayU,Axis Bank,2024-03-23,01:00:28,59418.73,1289.02,232.02,58129.71,INR,SUCCESS,,BNKREF902289,,Mobile,10.169.177.30,N,BATCH202403233,T+1,
TXN0003687,,MERCH0034,CUST31057,Net Banking,PayU,HDFC Bank,2024-07-20,14:16:23,75347.09,1496.74,269.41,73850.35,INR,PENDING,,BNKREF427169,,Mobile,200.128.135.9,N,BATCH202407201,T+1,
TXN0003688,UTR890426980878,MERCH0012,CUST51410,UPI,PayU,ICICI Bank,2024-05-15,16:16:41,19055.59,462.47,83.24,18593.12,INR,SUCCESS,aadi396@okicici,BNKREF788784,,Mobile,104.174.219.65,N,BATCH202405155,T+2,
TXN0003689,UTR613121788881,MERCH0028,CUST94619,Net Banking,PayU,Axis Bank,2024-09-13,17:49:53,5595.01,89.34,16.08,5505.67,INR,SUCCESS,,BNKREF542887,,Desktop,208.150.132.197,N,BATCH202409135,T+2,
TXN0003690,UTR384446117954,MERCH0039,CUST58236,Credit Card,PayTM Gateway,PNB,2024-04-14,06:58:11,131932.33,3038.92,547.01,128893.41,INR,SUCCESS,,BNKREF170597,,Tablet,17.204.81.28,N,BATCH202404141,T+2,
TXN0003691,UTR153614518313,MERCH0010,CUST22411,UPI,Stripe,HDFC Bank,2024-10-29,20:06:15,38446.01,777.27,139.91,37668.74,INR,SUCCESS,damini726@okicici,BNKREF941829,,Desktop,72.249.227.15,N,BATCH202410291,T+2,
TXN0003692,,MERCH0004,CUST73777,Net Banking,PayU,Axis Bank,2024-11-16,17:11:10,59006.6,633.43,114.02,58373.17,INR,REFUNDED,,BNKREF164910,,Desktop,112.73.71.187,Y,BATCH202411164,T+2,
TXN0003693,,MERCH0004,CUST93991,UPI,PayTM Gateway,ICICI Bank,2024-01-28,11:52:39,149373.96,3462.02,623.16,145911.94,INR,REFUNDED,tarak44@oksbi,BNKREF452863,,Tablet,114.101.129.181,Y,BATCH202401283,T+2,
TXN0003694,,MERCH0031,CUST28366,UPI,Stripe,ICICI Bank,2024-05-14,18:47:53,75418.53,885.52,159.39,74533.01,INR,FAILED,karan822@okhdfcbank,BNKREF661316,ERR735,Tablet,162.247.160.99,N,BATCH202405141,T+1,
TXN0003695,,MERCH0039,CUST72350,UPI,PayU,Yes Bank,2024-11-24,00:52:09,121139.87,1640.18,295.23,119499.69,INR,REFUNDED,ishaan286@paytm,BNKREF883355,,Mobile,213.197.137.65,Y,BATCH202411242,T+2,
TXN0003696,,MERCH0012,CUST37153,Net Banking,Stripe,Kotak,2024-11-05,06:02:26,104895.64,1557.95,280.43,103337.69,INR,SUCCESS,,BNKREF192697,,Tablet,7.199.167.16,N,BATCH202411054,T+1,
TXN0003697,UTR892924768072,MERCH0022,CUST71449,Net Banking,Stripe,Axis Bank,2024-06-03,07:08:22,65896.4,956.31,172.14,64940.09,INR,SUCCESS,,BNKREF473767,,Tablet,193.10.104.187,N,BATCH202406031,T+1,
TXN0003698,UTR621360629494,MERCH0018,CUST70960,UPI,PayU,PNB,2024-02-06,02:34:11,28185.01,478.55,86.14,27706.46,INR,SUCCESS,zaitra520@okhdfcbank,BNKREF426488,,Desktop,82.31.135.146,N,BATCH202402063,T+2,
TXN0003699,UTR119489333639,MERCH0037,CUST66572,Net Banking,Razorpay,HDFC Bank,2024-05-31,09:09:06,115735.94,1966.6,353.99,113769.34,INR,SUCCESS,,BNKREF427049,,Desktop,221.139.29.200,N,BATCH202405314,T+1,
TXN0003700,,MERCH0043,CUST19859,Wallet,Stripe,ICICI Bank,2024-05-21,13:03:31,86050.52,1405.59,253.01,84644.93,INR,FAILED,,BNKREF759884,ERR379,Desktop,178.44.159.198,N,BATCH202405215,T+2,
TXN0003701,,MERCH0016,CUST57450,Net Banking,PayU,Kotak,2024-09-27,10:10:27,5844.89,109.96,19.79,5734.93,INR,SUCCESS,,BNKREF331769,,Mobile,121.86.189.102,N,BATCH202409272,T+2,
TXN0003702,UTR721864532616,MERCH0040,CUST20016,Net Banking,PayTM Gateway,PNB,2024-06-06,13:19:35,104379.26,1037.94,186.83,103341.32,INR,SUCCESS,,BNKREF370198,,Tablet,109.28.33.203,N,BATCH202406065,T+1,
TXN0003703,UTR918055470068,MERCH0034,CUST73525,Credit Card,PayU,PNB,2024-09-05,06:12:04,96411.79,1123.94,202.31,95287.85,INR,SUCCESS,,BNKREF853499,,Mobile,109.86.253.157,N,BATCH202409052,T+2,
TXN0003704,,MERCH0015,CUST61249,UPI,Cashfree,HDFC Bank,2024-09-10,12:57:25,110466.67,2138.62,384.95,108328.05,INR,FAILED,urvashi800@paytm,BNKREF574435,ERR517,Mobile,17.6.170.186,N,BATCH202409105,T+1,
TXN0003705,UTR263109687254,MERCH0003,CUST67669,UPI,PayTM Gateway,PNB,2024-06-21,03:45:11,112000.8778308541,2007.45,361.34,109988.68,INR,SUCCESS,kiaan762@okaxis,BNKREF665173,,Tablet,169.38.229.121,N,BATCH202406211,T+2,
TXN0003706,UTR127731774278,MERCH0039,CUST94036,UPI,Cashfree,SBI,2024-07-16,04:09:07,32426.5,727.55,130.96,31698.95,INR,SUCCESS,pahal499@paytm,BNKREF813914,,Tablet,96.150.251.48,N,BATCH202407164,T+1,
TXN0003707,UTR650580953164,MERCH0029,CUST16220,UPI,Cashfree,Kotak,2024-04-14,20:33:11,117219.23,1566.63,281.99,115652.6,INR,SUCCESS,liam928@ybl,BNKREF376330,,Tablet,163.151.76.163,N,BATCH202404145,T+2,
TXN0003708,UTR328456889322,MERCH0034,CUST18550,UPI,PayTM Gateway,HDFC Bank,2024-05-11,09:55:10,72467.53,1384.68,249.24,71082.85,INR,SUCCESS,ayaan867@oksbi,BNKREF675283,,Mobile,83.133.47.210,N,BATCH202405112,T+1,
TXN0003709,UTR759336783588,MERCH0019,CUST54718,UPI,Cashfree,Kotak,2024-08-07,14:15:18,38566.39,777.98,140.04,37788.41,INR,SUCCESS,chakrika43@ybl,BNKREF670473,,Desktop,45.179.187.83,N,BATCH202408074,T+1,
TXN0003710,,MERCH0045,CUST23710,Net Banking,Razorpay,Kotak,2024-03-22,08:32:50,21157.25,269.07,48.43,20888.18,INR,FAILED,,BNKREF527206,ERR928,Tablet,182.107.120.147,N,BATCH202403224,T+2,
TXN0003711,UTR335663882822,MERCH0029,CUST11154,UPI,PayTM Gateway,Yes Bank,2024-09-17,18:57:09,78175.64,1777.49,319.95,76398.15,INR,SUCCESS,reva915@ybl,BNKREF708658,,Desktop,34.6.220.28,N,BATCH202409174,T+2,
TXN0003712,UTR850770236810,MERCH0047,CUST97050,UPI,Cashfree,PNB,2024-07-07,15:15:28,46873.3,557.08,100.27,46316.22,INR,SUCCESS,nachiket442@ibl,BNKREF342665,,Desktop,151.94.219.220,N,BATCH202407072,T+1,
TXN0003713,,MERCH0005,CUST27121,UPI,Razorpay,ICICI Bank,2024-10-15,20:53:41,51703.74,712.85,128.31,50990.89,INR,PENDING,chanakya758@paytm,BNKREF987679,,Mobile,137.200.131.95,N,BATCH202410152,T+1,
TXN0003714,UTR941949265118,MERCH0022,CUST76051,Wallet,Razorpay,PNB,2024-07-27,09:06:25,101532.11,1221.28,219.83,100310.83,INR,SUCCESS,,BNKREF285672,,Mobile,102.219.20.17,N,BATCH202407272,T+1,
